상품명,1,2,3,4,5,6,7,8,9,10,11,12,합계(원)
버버리 홀스페리 페이톤 크로스백,0,0,0,0,0,0,0,0,0,0,0,47422000,47422000
푸마 NEW 트렁크 패키지,42117000,4985000,0,0,0,0,0,0,0,0,0,0,47102000
(삼성카드 6월 5%)무이자 LG 울트라HD TV 75UK6200KNB,0,0,0,0,0,47088000,0,0,0,0,0,0,47088000
로벤탈 국내산  IH 실버팬 세트 (가격인하),0,0,0,0,0,0,0,0,46950000,0,0,0,46950000
시크릿뮤즈 커버팩트,0,0,0,0,0,0,0,0,46874000,0,0,0,46874000
테이트 여성 모달 티셔츠6종,0,0,0,0,46532000,0,0,0,0,0,0,0,46532000
무이자 삼성 무풍클래식 홈멀티에어컨 AF19R7573WZR,0,0,0,0,0,0,23111000,23132000,0,0,0,0,46243000
일시불 LG전자 노크온 매직스페이스 냉장고 S831SN75,0,0,0,0,0,0,46216000,0,0,0,0,0,46216000
CERINI by PAT 남성 기모집업니트3종,0,0,0,0,0,0,0,0,0,0,0,46151000,46151000
 [가이거] 블랙 에디션 다이아몬드 워치(여성용),0,0,0,0,0,0,0,0,0,0,46121000,0,46121000
[루이띠에] 순금 13g 신디스틱 팔찌,0,0,0,0,0,0,0,0,0,45813000,0,0,45813000
[루이띠에] 순금 11.25g 헤라 반지,0,0,0,0,0,0,0,0,0,45752000,0,0,45752000
에트로 프로푸미  웨이스트백 (333-24-192),0,0,0,0,0,0,0,0,27106000,18573000,0,0,45679000
(일)[안드레아바나]리얼카이만 악어 토트백,0,0,0,45661000,0,0,0,0,0,0,0,0,45661000
K-SWISS 여성기모티셔츠 5종,45590000,0,0,0,0,0,0,0,0,0,0,0,45590000
초특가 히팅맘 스마트 리모컨 히터 1+1,0,0,0,0,0,0,0,0,0,0,45560000,0,45560000
일시불 마이베비 보온보냉 캔틴 텀블러 풀세트,0,0,0,0,30626000,0,14861000,0,0,0,0,0,45487000
임페리얼 남성 니트4종,0,0,0,0,0,0,0,0,0,45480000,0,0,45480000
무이자 전기식 회전통그릴 드럼쿡,0,0,0,28558000,16829000,0,0,0,0,0,0,0,45387000
뷰티플렉스 풍기인견 브라패키지,0,0,0,12239000,8664000,24150000,0,0,0,0,0,0,45053000
(중형)일월 온수 카페트매트,0,0,0,0,0,0,0,0,45033000,0,0,0,45033000
테이트 남성 기모티셔츠6종,44999000,0,0,0,0,0,0,0,0,0,0,0,44999000
일시불 삼성 블루스카이 공기청정기 7000 AX80R7580WDD,0,0,44798000,0,0,0,0,0,0,0,0,0,44798000
보코 여성 울코트 1종,0,0,44433000,0,0,0,0,0,0,0,0,0,44433000
신세대 포기김치 11kg,0,0,0,0,0,0,0,0,44250000,0,0,0,44250000
베스트 하임 에어프라이어,0,0,44042000,0,0,0,0,0,0,0,0,0,44042000
실크트리 풍기인견 이지웨어 원피스 패키지,0,0,0,0,0,43506000,0,0,0,0,0,0,43506000
뱅뱅 남성 구스다운 2종,0,0,0,0,0,0,0,0,43494000,0,0,0,43494000
타운젠트 남성 스포츠팬츠3종,0,0,0,0,0,43435000,0,0,0,0,0,0,43435000
한빛 페르시안스타일 셔닐 카페트 특대형,0,0,0,0,0,0,0,0,0,43348000,0,0,43348000
한세트 보국미니히터(BKH-1083P/ BKH-1083PR),0,0,0,0,0,0,0,0,0,17257000,25928000,0,43185000
무이자 김병만의 달인 공구 세트,0,0,42901000,0,0,0,0,0,0,0,0,0,42901000
벨라홈 논슬립 옷걸이 세트 1+1,0,25829000,16639000,0,0,0,0,0,0,0,0,0,42468000
무이자 삼성 워블 세탁기 WA14R6360BG,0,0,0,0,0,0,0,0,42433000,0,0,0,42433000
일시불 휴롬 쁘띠2 착즙기,0,0,0,0,42424000,0,0,0,0,0,0,0,42424000
푸마 여아 주니어 기능성 데일리 홈웨어세트,0,0,0,0,42364000,0,0,0,0,0,0,0,42364000
루이띠에 순금 크로스 트리플 팔찌 18g+골드바 1g,0,0,0,0,0,0,32429000,9909000,0,0,0,0,42338000
푸마 드로즈 블랙에디션 패키지,0,0,20999000,21191000,0,0,0,0,0,0,0,0,42190000
푸마 썸머 트렁크 패키지,0,0,0,0,0,0,42089000,0,0,0,0,0,42089000
무이자 LG 휘센 씽큐 에어컨 스탠드형FQ19V9KWA1,0,0,0,0,0,31389000,10684000,0,0,0,0,0,42073000
메이듀 코튼 티블라우스 5종,0,0,0,0,0,0,42058000,0,0,0,0,0,42058000
일시불 삼성 블루스카이 공기청정기 AX40N3080DMD 1세트,41998000,0,0,0,0,0,0,0,0,0,0,0,41998000
제주갈치고등어구이세트,0,0,0,0,0,0,0,0,0,0,41850000,0,41850000
일시불 삼성 블루스카이 공기청정기 AX40N3080DMD 2세트,41797000,0,0,0,0,0,0,0,0,0,0,0,41797000
테이트 여성 오가닉 약기모티,0,0,0,0,0,0,0,0,0,41594000,0,0,41594000
일시불 김병만의 달인 공구 세트,0,0,41565000,0,0,0,0,0,0,0,0,0,41565000
무이자 밸런스파워 플래티늄,0,0,0,0,0,0,0,0,0,0,0,41342000,41342000
[헤스티지] 미즈 양가죽 롱코트,0,0,0,0,0,0,0,0,0,41225000,0,0,41225000
에펨 여성 NEW컴포트 캐쥬얼슈즈,0,0,40957000,0,0,0,0,0,0,0,0,0,40957000
해피콜  X2싱크릴 분리가능 양면그릴,40932000,0,0,0,0,0,0,0,0,0,0,0,40932000
트레스패스 남성 다이얼락 방한화 + 기모 워킹화 2종,0,0,0,0,0,0,0,0,0,0,0,40928000,40928000
무이자 마이베비 보온보냉 캔틴 텀블러 풀세트,0,0,0,0,26577000,0,14309000,0,0,0,0,0,40886000
일시불 삼성 4도어 냉장고 T9000 RF84R9003S8+공기청정기,0,0,0,0,0,0,0,0,0,0,0,40807000,40807000
무이자 PN풍년꾸노죽제조기,0,0,0,0,0,0,0,0,0,40678000,0,0,40678000
하림 치킨스테이크 4봉,0,0,0,0,0,0,0,0,0,0,0,40457000,40457000
NNF 여성 패딩점퍼,0,0,0,0,0,0,0,0,0,0,0,40198000,40198000
아르테사노 리얼 카이만악어 테일숄더백,0,0,0,0,0,0,0,0,0,0,27831000,12339000,40170000
뉴욕맘 목화솜행주&항균수세미,0,0,0,0,0,0,0,0,0,39875000,0,0,39875000
(일)보루네오 델라 원목 베드룸 세트1(프레임+매트리스+화장대+협탁),0,0,0,0,0,0,0,0,39638000,0,0,0,39638000
일시불 해피콜 아르마이드 IH 냄비,0,0,0,39501000,0,0,0,0,0,0,0,0,39501000
무)자미코코 3단 매트릭스 더블,0,0,0,0,0,0,39421000,0,0,0,0,0,39421000
헤스떼벨 웜 업 란쥬쉐이퍼,39341000,0,0,0,0,0,0,0,0,0,0,0,39341000
라라츄 헤어볼륨쿠션,0,0,0,0,0,0,0,0,0,39320000,0,0,39320000
뱅뱅 여성 기모데님3종,0,0,0,0,0,0,0,0,0,0,39309000,0,39309000
푸마 웜셀(WARM CELL) 데일리 홈웨어 6종 (남성용),0,0,0,0,0,0,0,0,39212000,0,0,0,39212000
EXR 남성 워터 액티비티 5종,0,0,0,0,0,0,38871000,0,0,0,0,0,38871000
블루콤 데시벨 블루투스이어폰 BCS-A1,0,0,0,0,0,0,0,19650000,18865000,0,0,0,38515000
USPA  여성 아동 반팔 폴로셔츠 3종,0,0,0,0,20942000,17324000,0,0,0,0,0,0,38266000
(일시불) 라니 퍼니쿡 그릴 기본세트,0,0,0,0,0,0,0,0,0,38165000,0,0,38165000
몬테밀라노 어메이징핏 하이웨스트 팬티 10종,38100000,0,0,0,0,0,0,0,0,0,0,0,38100000
사운드룩  LP턴테이블 오디오 SLT-7080BT,0,0,0,0,0,0,0,0,0,22103000,15949000,0,38052000
릴리젼 PK 여성 티셔츠세트,0,0,0,0,23438000,14613000,0,0,0,0,0,0,38051000
에펨 여성 미들퍼부츠,17104000,20808000,0,0,0,0,0,0,0,0,0,0,37912000
일시불 삼성 워블 세탁기 WA14R6360BG,0,0,0,0,0,0,0,0,37904000,0,0,0,37904000
(특대)한솔 뉴청맥 온열 카페트매트,0,0,0,0,0,0,0,0,0,37880000,0,0,37880000
완벽더블구성 바로톡 싱크대 거름통,0,0,0,0,37865000,0,0,0,0,0,0,0,37865000
트레스패스 여성 다이얼락 방한화 + 기모 워킹화 2종,0,0,0,0,0,0,0,0,0,0,0,37566000,37566000
키친아트 김장용 대용량 스텐용기,0,0,0,0,0,0,0,0,0,0,37544000,0,37544000
(무)보루네오 유로탑 가죽 침대 킹,0,0,0,37509000,0,0,0,0,0,0,0,0,37509000
일시불 아이넥스 카세로 식기건조대,0,0,0,0,0,0,0,0,0,37261000,0,0,37261000
(일)보루네오 유로탑 가죽 침대 퀸,0,0,0,37210000,0,0,0,0,0,0,0,0,37210000
(무)한샘 HG 화이트 실버슬림 붙박이장(3.2m),0,14794000,22265000,0,0,0,0,0,0,0,0,0,37059000
뱅뱅 여성 아웃도어 팬츠3종(2018 S/S),0,0,0,0,0,36982000,0,0,0,0,0,0,36982000
[루이띠에] 순금 3.75g 헤라귀걸이,0,0,0,0,0,0,0,0,0,36884000,0,0,36884000
뉴트리원 전지현 베리솔 콜라겐 구미(더블24주분+6일분),0,0,0,0,0,0,0,0,0,0,36873000,0,36873000
(무)[안드레아바나]리얼카이만 악어 토트백,0,0,0,36866000,0,0,0,0,0,0,0,0,36866000
스피드랙 베이직 4단,0,0,7914000,28815000,0,0,0,0,0,0,0,0,36729000
(일)보루네오 유로탑 가죽 침대 킹,0,0,0,36438000,0,0,0,0,0,0,0,0,36438000
"일시불 삼성노트북 북5 NT550EBE-K38B,W(복합기+스피커)",0,0,0,0,0,0,0,36433000,0,0,0,0,36433000
로벤탈 파스텔 후라이팬 (핑크),0,0,0,0,0,0,0,0,0,36380000,0,0,36380000
[루이띠에] 순금 70g 골드바,0,0,0,0,0,0,0,0,0,36322000,0,0,36322000
보몽드 엘리 소프트플란넬 침구세트 Q(퀸),0,0,0,0,0,0,0,0,13106000,23003000,0,0,36109000
아주아 니트 앙상블 2종,0,0,36069000,0,0,0,0,0,0,0,0,0,36069000
무이자 아이넥스 카세로 식기건조대,0,0,0,0,0,0,0,0,0,36030000,0,0,36030000
무이자 대우전자 미니건조기 DWR-03IDDC,35998000,0,0,0,0,0,0,0,0,0,0,0,35998000
일시불 대우전자 미니건조기 DWR-03IDDC,35993000,0,0,0,0,0,0,0,0,0,0,0,35993000
헤드 남성 액티브 베이스레이어 4종,0,0,0,0,0,0,0,0,35775000,0,0,0,35775000
일시불 송도순의 원터치 중탕기 홈쿠(시즌2),0,0,0,0,0,0,0,0,0,0,35629000,0,35629000
[헤스티지] 마론 양가죽 남성집업재킷,0,0,0,0,0,0,0,0,0,35603000,0,0,35603000
일시불 LG 휘센 씽큐 에어컨 스탠드형FQ19V9KWA1,0,0,0,0,0,10292000,25292000,0,0,0,0,0,35584000
[농협안심벌꿀] 아카시아꿀 2병 + 야생화꿀 2병,0,0,0,0,0,0,0,0,35469000,0,0,0,35469000
페르소나 고기능 안전스틱 2세트,0,0,0,0,0,0,0,0,0,34999000,0,0,34999000
일시불 도깨비그릴,0,0,0,0,0,0,0,0,0,0,0,34817000,34817000
(무)한샘 HG 화이트 실버슬림 붙박이장(4.2m),0,7015000,27760000,0,0,0,0,0,0,0,0,0,34775000
최인선 셰프의 듬뿍 곤드레나물밥 16인분,0,0,0,34622000,0,0,0,0,0,0,0,0,34622000
뷰티플렉스 풍기인견 원피스 2종,0,0,0,0,0,34597000,0,0,0,0,0,0,34597000
초특가  국내제조 센스하우스 실크단열벽지10M,0,0,0,0,0,0,0,0,0,0,14743000,19799000,34542000
NNF 여성 터틀넥 3종,0,0,0,0,0,0,0,0,0,0,34515000,0,34515000
(일)4인용 한샘 뉴퍼스티지R 리클라이너,0,0,34379000,0,0,0,0,0,0,0,0,0,34379000
(일)한샘 HG 화이트 실버슬림 붙박이장(2.2m),0,8069000,26044000,0,0,0,0,0,0,0,0,0,34113000
마스케라 밍크니팅모자세트,33805000,0,0,0,0,0,0,0,0,0,0,0,33805000
이만기의 리얼국밥 3종 27팩,0,0,33750000,0,0,0,0,0,0,0,0,0,33750000
무이자[가이거] 무빙스타 다이아몬드 워치,0,0,16924000,16824000,0,0,0,0,0,0,0,0,33748000
"무이자 삼성노트북 북5 NT550EBE-K38B,W(복합기+스피커)",0,0,0,0,0,0,0,33616000,0,0,0,0,33616000
그렉노먼 여성 아스킨 레이어 티셔츠 3종,0,0,0,33560000,0,0,0,0,0,0,0,0,33560000
[EXR] 19 F/W 여성 리버시블 자켓,0,0,0,0,0,0,0,0,0,33445000,0,0,33445000
"속초명물 티각태각 부각 6종, 30봉",0,0,0,33275000,0,0,0,0,0,0,0,0,33275000
루이띠에 순금 미라클 트리플 링 15g+골드바 1g,0,0,0,0,0,0,16684000,16579000,0,0,0,0,33263000
보몽드 엘리 소프트플란넬 침구세트 SK(슈퍼킹),0,0,0,0,0,0,0,0,10099000,22956000,0,0,33055000
보루네오 심플 광폭 서랍장 800 3단,0,0,0,0,0,0,0,0,9858000,12286000,10896000,0,33040000
일시불 브람스안마의자 럭셔리,0,0,0,0,0,0,0,32995000,0,0,0,0,32995000
 [가이거] 블랙 에디션 다이아몬드 워치(남성용),0,0,0,0,0,0,0,0,0,0,32904000,0,32904000
무이자 LG스타일러 의류관리기,0,0,0,32879000,0,0,0,0,0,0,0,0,32879000
무이자 2019년 올뉴 숀리 스쿼트머신,0,0,32653000,0,0,0,0,0,0,0,0,0,32653000
일시불  모즈 커피머신,18269000,8440000,5863000,0,0,0,0,0,0,0,0,0,32572000
NNF 남성 터틀넥 3종,0,0,0,0,0,0,0,0,0,0,32213000,0,32213000
뉴트리원 비비랩 FOS 프리바이오틱스,0,0,0,0,0,0,0,0,0,0,32148000,0,32148000
이경제의 황제진액 철갑상어 120포,0,0,0,0,0,0,32080000,0,0,0,0,0,32080000
[살롱클리닉]샤이닝 트리트먼트 헤어컬러크림세트,0,0,0,32009000,0,0,0,0,0,0,0,0,32009000
[루이띠에] 18k 인피니티러브 목걸이 팔찌 세트,0,0,0,0,0,0,0,28213000,0,3784000,0,0,31997000
무이자 도깨비그릴,0,0,0,0,0,0,0,0,0,0,0,31971000,31971000
일시불 am마카롱 보냉보온 텀블러세트,0,0,0,0,0,0,31954000,0,0,0,0,0,31954000
무이자 파뷔에 항균 뱀부 식기건조대,0,0,0,0,0,0,0,0,14295000,0,17645000,0,31940000
"이경제의 레드비트 착즙 100%, 120포",0,0,0,0,0,0,0,0,0,31857000,0,0,31857000
1+1보국미니히터(화이트+화이트 )BKH-1083P+BKH-1083P,0,0,0,0,0,0,0,0,0,12433000,19417000,0,31850000
웰스락 원터치 슬라이드 특허  밀폐용기세트,0,0,0,0,0,0,31836000,0,0,0,0,0,31836000
무이자 코지마 안마의자 오딧세이,0,0,0,0,0,0,0,31655000,0,0,0,0,31655000
마이클코어스 젯셋 아이템 라지 체인 숄더,0,0,0,0,0,0,0,0,0,0,0,31594000,31594000
거미손 차량용 공기청정기,0,0,0,0,31566000,0,0,0,0,0,0,0,31566000
제옥스  여성 어글리스니커즈(V),0,0,0,31560000,0,0,0,0,0,0,0,0,31560000
벨라홈 2way  타퍼 꿀잠 매트리스  퀸+ 싱글 세트,0,0,0,0,0,0,0,31434000,0,0,0,0,31434000
NEW프리미엄 TS샴푸/트리트먼트(추가),0,0,0,14517000,16497000,0,0,0,0,0,0,0,31014000
월드컵 여성 트레일화+슬립온,0,0,0,0,0,30983000,0,0,0,0,0,0,30983000
푸마 드라이셀 브라탑 4종세트(끈형),0,0,30938000,0,0,0,0,0,0,0,0,0,30938000
청정수산 완도활전복세트(20미+간장전복장2통),0,0,0,0,30913000,0,0,0,0,0,0,0,30913000
영산포숙성 홍어 13팩,0,0,30865000,0,0,0,0,0,0,0,0,0,30865000
남영비비안 로즈버드 듀얼윙 스킨 보정 브라패키지,0,0,0,0,0,0,30834000,0,0,0,0,0,30834000
보몽드 엘리 소프트플란넬 침구세트 SS(슈퍼싱글),0,0,0,0,0,0,0,0,9251000,21407000,0,0,30658000
이조농방 보령황토 흙침대 싱글사이즈(TS100),0,0,0,0,0,0,0,0,0,7266000,0,23121000,30387000
"밀싹 클렌즈 8박스, 8주분! + 전용보틀",0,0,0,30325000,0,0,0,0,0,0,0,0,30325000
뉴욕맘 항균 수세미,0,0,0,0,0,0,30284000,0,0,0,0,0,30284000
아문센 남성 윈터 하드쉘 세트,30218000,0,0,0,0,0,0,0,0,0,0,0,30218000
에이온에이 10분 셀프뿌리퍼머,0,0,0,0,30177000,0,0,0,0,0,0,0,30177000
레코바 여성 어반3종(트레킹화+워킹화+슬립온),0,0,0,0,0,0,0,0,0,30153000,0,0,30153000
LSX라이크라 스포츠 브라팬티10종,0,0,0,0,0,30015000,0,0,0,0,0,0,30015000
무이자 쓰임 마리벨 4인 홈세트 27P,0,0,0,0,29978000,0,0,0,0,0,0,0,29978000
K-SWISS 여성 아웃도어 팬츠3종,0,0,29906000,0,0,0,0,0,0,0,0,0,29906000
테이트 남성 셀린니트3종,29843000,0,0,0,0,0,0,0,0,0,0,0,29843000
메디앤서 생콜라겐 마스크팩,0,0,0,0,0,0,0,0,0,0,29629000,0,29629000
일시불  락앤락 블랙우드 칼블럭7종+키친툴7종,29626000,0,0,0,0,0,0,0,0,0,0,0,29626000
효재 화원 자수 광목워싱 침구세트 퀸,0,0,0,0,0,0,14655000,14962000,0,0,0,0,29617000
골드파일 카로 여행가방 9종 세트,0,0,0,0,0,0,0,29457000,0,0,0,0,29457000
시크릿 라메종 볼륨 스프레이 (고데기),0,0,0,29432000,0,0,0,0,0,0,0,0,29432000
보몽드 엘리 소프트플란넬 침구세트 K(킹),0,0,0,0,0,0,0,0,10195000,19150000,0,0,29345000
(일)장수흙침대 S,0,0,0,10617000,18537000,0,0,0,0,0,0,0,29154000
코튼플러스 클렌징패드(더블),0,0,0,0,0,0,0,0,29000000,0,0,0,29000000
D)LG생활건강 히말라야 핑크솔트 화이트라벨 치약세트,0,0,0,0,0,0,0,28983000,0,0,0,0,28983000
코치 시그니처 레더 켈시 사첼백,0,0,0,0,0,0,0,0,0,0,0,28951000,28951000
무이자  모즈 커피머신,13410000,10994000,4536000,0,0,0,0,0,0,0,0,0,28940000
EXR 19 F/W 남성 퍼포먼스 패딩 점퍼,0,0,0,0,0,0,0,0,0,0,0,28891000,28891000
마이클코어스 소피아 라지 사첼,0,0,0,0,0,0,0,0,0,0,0,28844000,28844000
코튼플러스 클렌징패드 싱글,0,0,0,0,0,0,0,0,28807000,0,0,0,28807000
디키즈 썸머숏팬츠3종,0,0,0,0,0,0,28736000,0,0,0,0,0,28736000
[맛있는 제주]손질 생선 3대세트(광어+갈치+고등어),0,0,0,0,28521000,0,0,0,0,0,0,0,28521000
(킹+싱글)일월 품안애 온수매트,0,0,0,0,0,0,0,0,28473000,0,0,0,28473000
국내산 자숙찰골뱅이 7팩,0,0,0,0,0,0,0,0,0,0,0,28335000,28335000
레코바 남성 퍼펙트 에디션 3종(트레킹화+워킹화+슬립온),0,0,0,0,0,0,0,0,28201000,0,0,0,28201000
테이트 남성 모달 티셔츠5종,0,0,0,0,28002000,0,0,0,0,0,0,0,28002000
생쥴랑 18K코코 천연다이아 목걸이,0,0,0,0,0,0,0,0,0,27899000,0,0,27899000
무이자 LG 퓨리케어 공기청정기 AS181DAW,0,0,27693000,0,0,0,0,0,0,0,0,0,27693000
 [맛있는 제주]손질 생선 3대세트+흑돼지구이(광어+갈치+고등어,0,0,0,0,27632000,0,0,0,0,0,0,0,27632000
"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",27619000,0,0,0,0,0,0,0,0,0,0,0,27619000
티젠 히비스커스 분말,0,0,0,0,0,0,27575000,0,0,0,0,0,27575000
일시불 삼성 무풍클래식 홈멀티에어컨 AF19R7573WZR,0,0,0,0,0,0,27376000,150000,0,0,0,0,27526000
레코바 남성 어반3종(트레킹화+워킹화+슬립온),0,0,0,0,0,0,0,0,0,27282000,0,0,27282000
댄스킨 매쉬 풀커버 쉐이핑 브라패키지,0,0,0,0,0,27165000,0,0,0,0,0,0,27165000
USPA화이트라벨 여성모크넥세트,0,0,0,0,0,0,0,0,0,0,26874000,0,26874000
디베이지 모크넥 니트 티블라우스 5종,0,0,0,0,0,0,0,26868000,0,0,0,0,26868000
(일)모나코사놀,0,0,0,0,0,0,0,26744000,0,0,0,0,26744000
(일)한샘 모데나 프리미엄 슬라이딩 붙박이장(4.2m),0,0,0,0,22262000,4273000,0,0,0,0,0,0,26535000
일시불 실리만 하이브리드 냄비후라이팬 IH 풀세트,0,0,0,0,0,0,0,0,26284000,0,0,0,26284000
아미니 릴렉싱 풋케어 풀패키지,0,0,0,0,0,0,0,0,0,0,26119000,0,26119000
무이자 휴롬 쁘띠2 착즙기,0,0,0,0,25853000,0,0,0,0,0,0,0,25853000
블링썸 데스트니 아이라이너,0,0,0,0,0,0,0,0,25724000,0,0,0,25724000
"무이자 루미테라피 노즈케어 저출력광선조사기, LN-01W",0,0,0,0,0,0,0,0,0,0,25718000,0,25718000
보몽드 클라라 소프트플란넬 침구세트 SK(슈퍼킹),0,0,0,0,0,0,0,0,25657000,0,0,0,25657000
그렉노먼 남성 아스킨 레이어 티셔츠 3종,0,0,0,25483000,0,0,0,0,0,0,0,0,25483000
일시불 서장훈의 락앤락 칼도마 살균블럭,0,0,0,0,0,0,0,25398000,0,0,0,0,25398000
일시불 전기식 회전통그릴 드럼쿡,0,0,0,13716000,11316000,0,0,0,0,0,0,0,25032000
(일)한샘 하이바스 내추럴 기본형,0,0,0,24946000,0,0,0,0,0,0,0,0,24946000
에트로 프로푸미 크로스백 (1493-24-192),0,0,0,0,0,0,0,0,18124000,6768000,0,0,24892000
(무)보루네오 델라 원목 베드룸 세트1(프레임+매트리스+화장대+협탁),0,0,0,0,0,0,0,0,24869000,0,0,0,24869000
리앤 헤링본 러그 카페트 점보특대형,0,0,0,0,0,0,0,0,0,24646000,0,0,24646000
무이자 실리만 하이브리드 냄비후라이팬 IH 풀세트,0,0,0,0,0,0,0,0,24643000,0,0,0,24643000
일시불 LG 휘센 싱큐 에어컨 2IN1형 FQ19V9KWA2,0,0,0,0,0,6341000,18272000,0,0,0,0,0,24613000
(일)보루네오 유로탑 가죽 침대 슈퍼싱글,0,0,0,24540000,0,0,0,0,0,0,0,0,24540000
(무)한샘 모데나 프리미엄 슬라이딩 붙박이장(4.2m),0,0,0,0,19805000,4731000,0,0,0,0,0,0,24536000
무이자 LG 노트북 그램 15인치 15Z980-L.AR1DK,0,24420000,0,0,0,0,0,0,0,0,0,0,24420000
에펨 남성 NEW컴포트 캐쥬얼슈즈,0,0,24246000,0,0,0,0,0,0,0,0,0,24246000
NNF 남성 패딩점퍼,0,0,0,0,0,0,0,0,0,0,0,24146000,24146000
에버라스트 남성 기능성 에어로웜 동내의 3세트,23951000,0,0,0,0,0,0,0,0,0,0,0,23951000
에델코첸 컬러스텐냄비 3종세트 (전골구성),0,0,0,0,0,0,0,0,23929000,0,0,0,23929000
무이자 LG 코드제로 무선청소기 A940 (A948SA) 더블팩,0,0,23624000,0,0,0,0,0,0,0,0,0,23624000
에펨 남성 미들퍼부츠,12681000,10856000,0,0,0,0,0,0,0,0,0,0,23537000
일시불 쿠쿠 하이브리드 인덕션레인지(프리미엄형),0,23482000,0,0,0,0,0,0,0,0,0,0,23482000
푸마 웜셀 런닝형 브라탑 4종세트,0,0,0,0,0,0,0,0,0,0,0,23438000,23438000
(무)보루네오 유로탑 가죽 침대 퀸,0,0,0,23400000,0,0,0,0,0,0,0,0,23400000
테이트 남성 오가닉 약기모티,0,0,0,0,0,0,0,0,0,23385000,0,0,23385000
레노마 남성 양가죽 장갑 2종,0,0,0,0,0,0,0,0,0,0,13529000,9824000,23353000
일시불  한샘 키친바흐 IH 프라이팬,0,0,0,0,23049000,0,0,0,0,0,0,0,23049000
리앤코리아 순면 볼륨 카페트 세트(특대형),0,0,0,23043000,0,0,0,0,0,0,0,0,23043000
테이트 여성 티셔츠4종,0,0,22996000,0,0,0,0,0,0,0,0,0,22996000
푸마 드라이셀라인 뉴 런닝 9종,22995000,0,0,0,0,0,0,0,0,0,0,0,22995000
(무이자) 올리고 가스와이드그릴레인지 프리미엄형,0,0,0,0,0,0,0,0,0,22982000,0,0,22982000
일시불 LG트롬 건조기 16kg RH16WN(화이트),0,0,0,0,0,0,0,0,0,0,0,22930000,22930000
임페리얼 여성 니트 4종,0,0,0,0,0,0,0,0,0,22873000,0,0,22873000
무이자 삼성 블루스카이 공기청정기 AX40N3080DMD 1세트,22765000,0,0,0,0,0,0,0,0,0,0,0,22765000
무)한샘 하이바스 내추럴 기본형 + 키큰장,0,0,15126000,7614000,0,0,0,0,0,0,0,0,22740000
한빛 페르시안스타일 셔닐 카페트 대형,0,0,0,0,0,0,0,0,0,22600000,0,0,22600000
일시불 삼성 UHD TV UN65RU7150FXKR,0,0,0,0,0,0,0,0,22426000,0,0,0,22426000
알비에로 마르티니 1A클라쎄 스퀘어 마일드 크로스 백,0,0,0,0,0,0,0,22340000,0,0,0,0,22340000
일시불 LG 노트북 그램 15인치 15Z980-L.AR1DK,0,22239000,0,0,0,0,0,0,0,0,0,0,22239000
스칸디나비아 에어볼륨 롤업 매트리스(퀸+싱글),0,0,0,0,0,0,0,0,0,0,22020000,0,22020000
(일)한샘 모데나 프리미엄 슬라이딩 붙박이장(3.2m),0,0,0,0,18410000,3555000,0,0,0,0,0,0,21965000
초특가 히팅맘 스마트 리모컨 히터,0,0,0,0,0,0,0,0,0,0,21950000,0,21950000
무이자 오스터 멀티  텀블러 블랜더,0,0,0,0,9622000,12132000,0,0,0,0,0,0,21754000
 서울대 더 리얼 신바이오틱스 6박스 (6개월분),0,0,0,0,0,0,0,0,0,21592000,0,0,21592000
(대형)한솔 뉴청맥 온열 카페트매트,0,0,0,0,0,0,0,0,0,21475000,0,0,21475000
에트로 아르니카 토트백 (1H963-2734),0,0,0,0,0,0,0,0,16654000,4760000,0,0,21414000
프라다 비텔로 라운드 토트 숄더백,0,0,0,0,0,0,0,21304000,0,0,0,0,21304000
(일)한샘 모데나 프리미엄 슬라이딩 붙박이장(2.2m),0,0,0,0,20899000,150000,0,0,0,0,0,0,21049000
AAC 한우소머리양곰탕,0,0,0,0,0,0,0,0,0,0,0,20915000,20915000
팜스프링스 19 SS 남성 여름 쿨팬츠 4종,0,0,0,0,0,0,20905000,0,0,0,0,0,20905000
[디즈니] 19 F/W 여성 기모 라운드 맨투맨 3종,0,0,0,0,0,0,0,0,0,0,20639000,0,20639000
에델코첸 컬러스텐냄비 3종세트 (곰솥구성),0,0,0,0,0,0,0,0,20527000,0,0,0,20527000
국내제조 붙이는 따스림 실크 단열벽지 20+10미터(총30미터),0,0,0,0,0,0,0,0,0,20451000,0,0,20451000
[K-SWISS] 19F/W 남성 벤치코트,0,0,0,0,0,0,0,0,0,0,0,20390000,20390000
무이자 스마트코너 초고속블렌더 비앙코 볼토,0,0,0,0,0,0,0,0,0,20340000,0,0,20340000
키친아트 스마트뷰 스텐밀폐용기 9종,0,0,3284000,0,0,0,8928000,5164000,0,2893000,0,0,20269000
까사마루 멀티행거 1세트,0,0,0,0,0,0,0,0,0,0,9210000,10924000,20134000
트라이 브라이트(LED 전등) 3세트,0,0,0,0,0,0,0,0,0,20013000,0,0,20013000
보몽드 클라라 소프트플란넬 침구세트 Q(퀸),0,0,0,0,0,0,0,0,19973000,0,0,0,19973000
[12.5m x 2롤]월시스 스티커식 실크벽지,0,0,0,0,0,0,0,0,0,0,19838000,0,19838000
헤드 여성 액티브 베이스레이어 4종,0,0,0,0,0,0,0,0,19823000,0,0,0,19823000
